Sales_ID,Sales_Date,Region,Product_Category,Product_Type,Units_Sold,Unit_Price_USD,Total_Sales_USD
1177,2026-03-22,North America,Footwear,Jackets,16,169.39,2710.24
1178,2026-03-23,Asia-Pacific,Apparel,T-Shirts,3,55.93,167.79
1179,2026-03-24,North America,Footwear,Shorts,9,131.18,1180.62
1180,2026-03-25,North America,Footwear,Jackets,17,233.9,3976.3
1181,2026-03-26,Asia-Pacific,Equipment,Basketball Shoes,10,136.39,1363.9
1182,2026-03-27,North America,Equipment,Bags,3,134.82,404.46
1183,2026-03-28,Latin America,Footwear,Training Shoes,7,189.92,1329.44
1184,2026-03-29,India,Apparel,Shorts,4,150.24,600.96
1185,2026-03-30,Asia-Pacific,Footwear,Jackets,8,124.46,995.68
1186,2026-03-31,Asia-Pacific,Apparel,Training Shoes,4,214.38,857.52
1187,2026-04-01,Latin America,Apparel,Training Shoes,3,56.72,170.16
1188,2026-04-02,Latin America,Footwear,Basketball Shoes,6,71.35,428.1
1189,2026-04-03,Europe,Apparel,Training Shoes,5,247.32,1236.6
1190,2026-04-04,India,Equipment,Bags,12,84.39,1012.68
1191,2026-04-05,North America,Equipment,Training Shoes,4,42.5,170.0
1192,2026-04-06,Europe,Footwear,T-Shirts,12,61.95,743.4
1193,2026-04-07,Europe,Equipment,Training Shoes,9,237.5,2137.5
1194,2026-04-08,Latin America,Footwear,Running Shoes,19,66.46,1262.74
1195,2026-04-09,Latin America,Apparel,Basketball Shoes,16,144.67,2314.72
1196,2026-04-10,Latin America,Apparel,Shorts,14,190.12,2661.68
1197,2026-04-11,India,Apparel,Shorts,16,30.78,492.48
1198,2026-04-12,North America,Equipment,Running Shoes,13,88.53,1150.89
1199,2026-04-13,North America,Equipment,Shorts,2,190.46,380.92
1200,2026-04-14,India,Equipment,Training Shoes,19,86.65,1646.35
